Job ID,Job Title,Department,Job Category,Job Subcategory,Education Requirement,Certification Required,Experience Level,Fellowship Required,Key Skills,Tools Used,Work Setting,Job Description,Growth Outlook,Minimum salary,Maximum salary, 
HIM-012,Release of Information Coordinator,Health Information Management (HIM),Support,Information Release,Associate Degree + ROI Training,ROI Certification,Mid-Level,No,"HIPAA compliance, Customer service, Documentation review, Authorization processing, Communication","ROI software, EMR systems, Scanner equipment, Communication tools",Hospital,Manages the release of patient health information to authorized parties while ensuring compliance with privacy regulations. Processes requests and maintains detailed logs of all disclosures,Moderate,38000,55000, 
HIM-013,HIM Compliance Officer,Health Information Management (HIM),Administrative,Regulatory Compliance,Bachelor's Degree + Compliance Training,Healthcare Compliance Certification,Senior,No,"Regulatory compliance, Audit management, Policy development, Risk assessment, Training coordination","Compliance software, EMR systems, Audit tools, Documentation systems",Hospital,Ensures HIM department compliance with federal and state regulations including HIPAA and Joint Commission standards. Conducts compliance audits and develops corrective action plans,High,70000,100000, 
HIM-014,EHR Implementation Specialist,Health Information Management (HIM),Clinical,Systems Implementation,Bachelor's Degree in Health Informatics/IT,EHR Implementation Certification,Mid-Level,No,"System implementation, User training, Workflow optimization, Project management, Technical support","EHR systems, Project management software, Training materials, Testing tools",Hospital,Manages electronic health record system implementations and upgrades while ensuring smooth transitions. Provides user training and optimizes workflows for clinical efficiency,High,65000,90000, 
HIM-015,HIM Trainer,Health Information Management (HIM),Support,Education and Training,Bachelor's Degree + Training Experience,Training Certification,Mid-Level,No,"Curriculum development, Adult education, Training delivery, Assessment design, Communication","Learning management systems, Training software, Presentation tools, Assessment platforms",Hospital,"Develops and delivers training programs for HIM staff on systems, regulations, and best practices. Creates educational materials and conducts competency assessments",Moderate,50000,70000, 
HIM-016,Medical Records Supervisor,Health Information Management (HIM),Administrative,Team Leadership,Associate Degree + Supervisory Experience,RHIT + Management Training,Mid-Level,No,"Staff supervision, Workflow management, Performance evaluation, Problem solving, Team leadership","EMR systems, Scheduling software, Performance tracking tools, Communication platforms",Hospital,Supervises medical records staff and coordinates daily operations to ensure efficient processing. Manages staffing schedules and monitors departmental performance metrics,Moderate,55000,75000, 
HIM-017,Coding Auditor,Health Information Management (HIM),Clinical,Coding Quality,Associate Degree + Coding Experience,CCS or RHIT + Auditing Certification,Senior,No,"Code review, Audit methodology, Compliance monitoring, Education delivery, Documentation analysis","Coding software, Audit tools, EMR systems, Reporting software",Hospital,Audits medical coding accuracy and provides feedback to coding staff for quality improvement. Identifies compliance issues and develops educational programs to address deficiencies,High,55000,75000, 
HIM-018,Health Information Systems Analyst,Health Information Management (HIM),Administrative,Systems Analysis,Bachelor's Degree in Health Informatics/IT,Health IT Certification,Mid-Level,No,"System analysis, Process improvement, Data integration, Technical documentation, User support","EMR systems, Database tools, Analysis software, Documentation platforms",Hospital,Analyzes health information systems and processes to identify improvement opportunities. Supports system integration projects and creates technical documentation for end users,High,60000,85000, 
HIM-019,HIM Business Analyst,Health Information Management (HIM),Administrative,Business Analysis,Bachelor's Degree in Business/HIM,Business Analysis Certification,Mid-Level,No,"Business process analysis, Requirements gathering, Cost-benefit analysis, Stakeholder management, Project coordination","Process mapping software, EMR systems, Analytics tools, Project management platforms",Hospital,Analyzes business processes and requirements for HIM operations to identify improvement opportunities. Supports strategic planning and technology implementation projects,High,60000,85000, 
HIM-020,Cancer Registry Specialist,Health Information Management (HIM),Clinical,Cancer Registry,Associate Degree + Cancer Registry Training,CTR (Certified Tumor Registrar),Mid-Level,No,"Cancer data collection, Staging and coding, Registry software, Quality assurance, Follow-up procedures","Cancer registry software, EMR systems, Staging manuals, Database systems",Hospital,Collects and maintains comprehensive data on cancer patients for registry reporting and research purposes. Ensures accurate staging and coding of cancer cases according to national standards,Moderate,45000,65000, 
HIM-021,HIM Project Manager,Health Information Management (HIM),Administrative,Project Management,Bachelor's Degree + Project Management Experience,PMP or Project Management Certification,Senior,No,"Project planning, Risk management, Team leadership, Budget management, Timeline coordination","Project management software, EMR systems, Collaboration tools, Budget tracking systems",Hospital,Manages HIM department projects including system implementations and process improvements. Coordinates cross-functional teams and ensures projects are delivered on time and within budget,High,70000,100000, 
HIM-022,HIM Research Coordinator,Health Information Management (HIM),Clinical,Research Support,Bachelor's Degree in Health Sciences,Clinical Research Certification,Mid-Level,No,"Research methodology, Data extraction, IRB protocols, Statistical analysis, Report writing","Research databases, Statistical software, EMR systems, Data collection tools",Academic Medical Center,Coordinates health information research studies and manages data extraction from medical records. Ensures compliance with research protocols and privacy regulations,Moderate,50000,70000, 
HIM-023,HIM Vendor Relations Specialist,Health Information Management (HIM),Administrative,Vendor Management,Bachelor's Degree + Vendor Management Experience,Vendor Management Certification,Mid-Level,No,"Contract negotiation, Vendor evaluation, Relationship management, Technical assessment, Performance monitoring","Contract management software, EMR systems, Evaluation tools, Communication platforms",Hospital,Manages relationships with HIM technology vendors and oversees contract negotiations and performance monitoring. Evaluates new products and services for potential implementation,Moderate,55000,80000, 
HIM-024,Clinical Data Coordinator,Health Information Management (HIM),Clinical,Clinical Data Management,Bachelor's Degree in Health Sciences,Clinical Data Management Certification,Mid-Level,No,"Data validation, Clinical workflows, Database management, Quality control, Regulatory compliance","Clinical databases, EMR systems, Data validation tools, Quality assurance software",Hospital,Coordinates clinical data collection and ensures data quality for clinical trials and registry reporting. Maintains clinical databases and supports research data requirements,High,50000,70000, 
HIM-025,HIM Security Analyst,Health Information Management (HIM),Administrative,Information Security,Bachelor's Degree in Cybersecurity/IT,CISSP or Healthcare Security Certification,Senior,No,"Information security, Risk assessment, Security protocols, Incident response, Vulnerability management","Security monitoring tools, EMR systems, Encryption software, Audit platforms",Hospital,Protects health information systems from security threats and ensures compliance with cybersecurity standards. Monitors system vulnerabilities and responds to security incidents,High,75000,110000, 
HIM-026,HIM Database Administrator,Health Information Management (HIM),Administrative,Database Management,Bachelor's Degree in IT/Database Management,Database Administration Certification,Mid-Level,No,"Database design, Performance optimization, Backup and recovery, Security management, Data integrity","Database management systems, EMR databases, Backup software, Monitoring tools",Hospital,Manages and maintains HIM databases ensuring optimal performance and data integrity. Implements backup procedures and monitors system performance for healthcare applications,High,65000,90000, 
HIM-027,HIM Operations Manager,Health Information Management (HIM),Administrative,Operations Management,Bachelor's Degree + Management Experience,Healthcare Management Certification,Senior,No,"Operations oversight, Process improvement, Staff management, Budget management, Performance monitoring","Management software, EMR systems, Performance dashboards, Budget tracking tools",Hospital,Manages daily HIM operations and supervises department staff to ensure efficient workflow. Implements process improvements and monitors departmental performance metrics,Moderate,70000,95000, 
HIM-028,HIM Workflow Specialist,Health Information Management (HIM),Clinical,Workflow Optimization,Associate Degree + Workflow Training,Workflow Management Certification,Mid-Level,No,"Process mapping, Workflow analysis, System optimization, User training, Documentation","Workflow software, EMR systems, Process mapping tools, Training materials",Hospital,Analyzes and optimizes HIM workflows to improve efficiency and reduce processing times. Designs and implements streamlined processes for medical record management,High,45000,65000, 
HIM-029,HIM Customer Service Representative,Health Information Management (HIM),Support,Customer Service,High School Diploma + Customer Service Training,Customer Service Certification,Junior,No,"Customer service, Communication, Problem solving, HIPAA compliance, Record requests","EMR systems, Phone systems, Customer service software, Documentation tools",Hospital,Provides customer service support for medical record requests and assists patients with information access. Handles inquiries while maintaining strict confidentiality and HIPAA compliance,Moderate,32000,45000, 
HIM-030,HIM Interoperability Specialist,Health Information Management (HIM),Clinical,System Integration,Bachelor's Degree in Health Informatics,Health Interoperability Certification,Senior,No,"System integration, Data exchange standards, API management, Technical troubleshooting, Standards compliance","Integration platforms, EMR systems, API tools, Standards documentation",Hospital,Manages health information exchange between different systems and ensures interoperability standards compliance. Facilitates seamless data sharing across healthcare organizations and platforms,High,70000,100000, 
PAL-001,Palliative Care Physician,Palliative Care,Clinical,Palliative Medicine Specialist,MD,Board Certification in Hospice and Palliative Medicine,Senior,Yes,"Pain management, symptom control, end-of-life care planning, family counseling, advance directives","EMR systems, pain assessment tools, palliative care protocols, telemedicine platforms","Hospice Facility, Hospital, Home Care","Provides comprehensive palliative care services, focusing on pain management and quality of life for patients with serious illnesses. Leads interdisciplinary care teams in developing individualized treatment plans for terminally ill patients.",High,250000,350000, 
PAL-002,Hospice Medical Director,Hospice,Clinical,Medical Leadership,MD,Board Certification in Hospice and Palliative Medicine,Senior,Yes,"Clinical leadership, regulatory compliance, quality assurance, staff supervision, medical decision-making","EMR systems, quality metrics software, regulatory compliance tools, communication platforms","Hospice Facility, Administrative Office","Oversees all medical aspects of hospice care, ensuring compliance with regulations and maintaining quality standards. Provides clinical leadership and supervision to interdisciplinary hospice teams.",High,280000,400000, 
PAL-003,Hospice Nurse,Hospice,Clinical,End-of-Life Care Nurse,BSN,"CHPN, BLS",Mid-Level,No,"Pain assessment, symptom management, family support, end-of-life care, medication administration","Portable medical equipment, pain scales, EMR systems, communication devices","Patient Homes, Hospice Facility","Provides direct nursing care to hospice patients in various settings, focusing on comfort and dignity during end-of-life. Educates families on care techniques and provides emotional support throughout the dying process.",High,65000,85000, 
PAL-004,Palliative Care Nurse Practitioner,Palliative Care,Clinical,Advanced Practice Nurse,MSN,"ACHPN, BLS",Senior,No,"Advanced assessment, prescriptive authority, symptom management, patient education, care coordination","Diagnostic equipment, EMR systems, prescription management software, assessment tools","Hospital, Outpatient Clinic, Home Care",Provides advanced nursing care and medical management for palliative care patients under physician supervision. Conducts comprehensive assessments and develops treatment plans for complex symptom management.,High,100000,125000, 
PAL-005,Hospice Social Worker,Hospice,Support,Psychosocial Support,MSW,"LCSW, BLS",Mid-Level,No,"Grief counseling, crisis intervention, resource coordination, advance directive assistance, family dynamics","Assessment tools, EMR systems, resource databases, communication devices","Patient Homes, Hospice Facility, Community","Provides psychosocial support and counseling services to hospice patients and their families throughout the end-of-life journey. Assists with advance directives, resource coordination, and bereavement support.",High,55000,70000, 
PAL-006,Hospice Chaplain,Hospice,Support,Spiritual Care,Master's in Divinity,"BCC, BLS",Mid-Level,No,"Spiritual assessment, interfaith ministry, grief support, ritual facilitation, ethical consultation","Assessment tools, EMR systems, religious texts, communication devices","Patient Homes, Hospice Facility, Chapel",Provides spiritual care and support to hospice patients and families of all faith traditions during end-of-life care. Facilitates religious rituals and offers comfort through spiritual counseling and presence.,Moderate,50000,65000, 
PAL-007,Hospice Physical Therapist,Hospice,Clinical,Rehabilitation Specialist,DPT,"State License, BLS",Mid-Level,No,"Comfort-focused therapy, mobility assessment, pain management techniques, family training, adaptive equipment","Portable therapy equipment, mobility aids, EMR systems, assessment tools","Patient Homes, Hospice Facility","Provides comfort-focused physical therapy services to hospice patients, emphasizing quality of life and functional independence. Teaches family members techniques for safe patient positioning and mobility assistance.",High,75000,90000, 
PAL-008,Hospice Occupational Therapist,Hospice,Clinical,Rehabilitation Specialist,Masters in OT,"OTR/L, BLS",Mid-Level,No,"Activities of daily living adaptation, energy conservation, adaptive equipment, environmental modification","Adaptive equipment, assessment tools, EMR systems, environmental modification supplies","Patient Homes, Hospice Facility",Helps hospice patients maintain independence and dignity in daily activities through adaptive strategies and equipment. Focuses on energy conservation and meaningful activity engagement during end-of-life care.,High,70000,85000, 
PAL-009,Hospice Pharmacist,Hospice,Clinical,Medication Specialist,PharmD,"State License, BLS",Mid-Level,No,"Pain medication management, drug interactions, symptom-focused pharmacotherapy, medication counseling","Pharmacy information systems, EMR systems, drug interaction software, compounding equipment","Hospice Pharmacy, Patient Homes","Provides specialized pharmaceutical care for hospice patients, focusing on symptom management and medication optimization. Collaborates with healthcare teams to ensure appropriate pain management and medication safety.",Moderate,115000,135000, 
PAL-010,Hospice Home Health Aide,Hospice,Support,Personal Care,High School Diploma,"HHA, BLS",Junior,No,"Personal care assistance, vital signs monitoring, basic comfort measures, observation skills, communication","Basic medical supplies, vital sign monitors, EMR systems, personal care equipment",Patient Homes,Provides personal care and comfort measures to hospice patients in their homes under nursing supervision. Assists with activities of daily living and monitors patient condition for changes.,High,28000,35000, 
PAL-011,Hospice Volunteer Coordinator,Hospice,Administrative,Program Coordination,Bachelor's Degree,BLS,Mid-Level,No,"Volunteer recruitment, training coordination, program development, community outreach, database management","Volunteer management software, EMR systems, training materials, communication platforms","Hospice Facility, Community","Recruits, trains, and coordinates hospice volunteers who provide companionship and support services to patients and families. Develops volunteer programs and ensures compliance with regulatory requirements.",Moderate,45000,60000, 
PAL-012,Hospice Bereavement Counselor,Hospice,Support,Grief Support,Master's in Counseling,"LPC, BLS",Mid-Level,No,"Grief counseling, bereavement support, group facilitation, crisis intervention, memorial services","Assessment tools, EMR systems, group therapy materials, communication devices","Hospice Facility, Community Centers",Provides grief counseling and bereavement support services to families after the death of their loved one. Facilitates support groups and develops individualized grief recovery plans.,High,50000,65000, 
PAL-013,Palliative Care Case Manager,Palliative Care,Administrative,Care Coordination,BSN or Bachelor's,"CCM, BLS",Mid-Level,No,"Care coordination, insurance navigation, discharge planning, resource management, quality improvement","Case management software, EMR systems, insurance databases, communication devices","Hospital, Outpatient Clinic","Coordinates comprehensive palliative care services across multiple settings, managing insurance authorizations and ensuring continuity of care. Facilitates smooth transitions between different levels of care.",High,65000,80000, 
PAL-014,Hospice Admission Coordinator,Hospice,Administrative,Patient Intake,Bachelor's Degree,BLS,Mid-Level,No,"Patient assessment, insurance verification, documentation, communication, regulatory compliance","EMR systems, insurance verification software, assessment tools, communication devices","Hospice Facility, Hospital","Manages the hospice admission process, conducts initial patient assessments, and ensures proper documentation and insurance verification. Coordinates with healthcare teams to facilitate smooth transitions to hospice care.",Moderate,50000,65000, 
PAL-015,Hospice Medical Equipment Technician,Hospice,Support,Equipment Management,Associate Degree,Medical Equipment Certification,Junior,No,"Equipment maintenance, patient/family training, inventory management, troubleshooting, safety protocols","Medical equipment, diagnostic tools, inventory systems, transportation vehicles","Patient Homes, Equipment Warehouse","Delivers, maintains, and services medical equipment for hospice patients in their homes. Provides training to patients and families on proper equipment use and ensures safe operation.",Moderate,40000,55000, 
PAL-016,Hospice Quality Assurance Coordinator,Hospice,Administrative,Quality Improvement,BSN or Bachelor's,"CPHQ, BLS",Senior,No,"Quality metrics analysis, regulatory compliance, performance improvement, data analysis, staff training","Quality management software, EMR systems, statistical analysis tools, reporting platforms","Hospice Facility, Administrative Office",Monitors and evaluates hospice care quality through data analysis and performance metrics. Develops quality improvement initiatives and ensures compliance with regulatory standards.,High,70000,85000, 
PAL-017,Hospice Dietitian,Hospice,Clinical,Nutrition Specialist,Bachelor's in Nutrition,"RD, BLS",Mid-Level,No,"Comfort-focused nutrition, swallowing assessment, family education, appetite stimulation, dietary modification","Nutrition assessment tools, EMR systems, modified diet resources, communication devices","Patient Homes, Hospice Facility","Provides nutrition counseling and dietary support for hospice patients, focusing on comfort and quality of life rather than curative nutrition. Educates families on feeding techniques and appetite management.",Moderate,55000,70000, 
PAL-018,Hospice Administrative Assistant,Hospice,Administrative,Administrative Support,High School Diploma,Medical Office Administration,Junior,No,"Data entry, scheduling, filing, phone communication, basic computer skills, customer service","EMR systems, scheduling software, phones, computers, office equipment",Hospice Facility,"Provides administrative support for hospice operations including scheduling, data entry, and communication coordination. Assists with patient records management and general office duties.",Low,30000,40000, 
BME-001,Clinical Engineering Director,Biomedical Engineering,Administrative,Executive Leadership,Master's Degree in Biomedical Engineering,PE License + Healthcare Management,Senior,No,"Strategic planning, Staff management, Budget oversight, Regulatory compliance, Technology assessment","CMMS software, EMR systems, Budget management tools, Project management platforms",Hospital,Oversees clinical engineering department operations and ensures safe and effective use of medical technology. Leads strategic planning for medical equipment acquisition and technology management,High,120000,180000, 
BME-002,Biomedical Equipment Technician (BMET),Biomedical Engineering,Clinical,Equipment Maintenance,Associate Degree in Biomedical Engineering Technology,CBET (Certified BMET),Mid-Level,No,"Equipment troubleshooting, Preventive maintenance, Calibration, Safety testing, Technical documentation","Oscilloscopes, Multimeters, Calibration equipment, Test instruments, CMMS software",Hospital,Maintains and repairs medical equipment to ensure patient safety and optimal performance. Performs preventive maintenance and calibration according to manufacturer specifications and regulatory requirements,High,50000,70000, 
BME-003,Clinical Engineer,Biomedical Engineering,Clinical,Clinical Engineering,Bachelor's Degree in Biomedical Engineering,CCE (Certified Clinical Engineer),Mid-Level,No,"Medical device evaluation, Risk management, Staff training, Project management, Regulatory compliance","Medical devices, Testing equipment, Risk assessment tools, Training materials",Hospital,Evaluates and manages medical technology to support clinical operations and patient care. Provides training to clinical staff and ensures compliance with safety regulations,High,70000,95000, 
BME-004,Medical Device Engineer,Biomedical Engineering,Clinical,Device Development,Bachelor's Degree in Biomedical/Mechanical Engineering,Engineering Certification,Mid-Level,No,"Product design, Prototyping, Testing and validation, Regulatory submissions, Materials science","CAD software, Prototyping equipment, Testing instruments, Simulation software",Medical Device Company,Designs and develops medical devices from concept to market while ensuring regulatory compliance. Conducts testing and validation to meet safety and efficacy requirements,High,75000,110000, 
BME-005,Biomedical Engineering Manager,Biomedical Engineering,Administrative,Department Management,Master's Degree in Biomedical Engineering + Management,Management Certification,Senior,No,"Team leadership, Budget management, Strategic planning, Process improvement, Vendor relations","Management software, Budget tools, CMMS systems, Analytics platforms",Hospital,Manages biomedical engineering department operations including staff supervision and budget oversight. Develops policies and procedures for medical equipment management and technology assessment,High,95000,140000, 
BME-006,BMET Technician I,Biomedical Engineering,Support,Entry Level Support,Certificate in Biomedical Equipment Technology,Basic BMET Training,Junior,No,"Basic equipment maintenance, Documentation, Safety protocols, Learning medical devices, Following procedures","Basic test equipment, Hand tools, Documentation systems, Safety equipment",Hospital,Performs basic maintenance and repair tasks under supervision while learning medical device technology. Assists senior technicians with equipment servicing and documentation,High,35000,50000, 
BME-007,Senior BMET Technician,Biomedical Engineering,Clinical,Advanced Equipment Maintenance,Associate Degree + Advanced Training,CBET + Specialty Certifications,Senior,No,"Complex troubleshooting, Equipment modification, Training junior staff, Vendor relations, Quality assurance","Advanced test equipment, Specialized tools, Network analyzers, Software diagnostics",Hospital,Performs complex repairs on sophisticated medical equipment and leads technical projects. Mentors junior technicians and serves as technical expert for specialized equipment,High,60000,85000, 
BME-008,Imaging Equipment Specialist,Biomedical Engineering,Clinical,Imaging Technology,Bachelor's Degree in Biomedical Engineering + Imaging Training,Imaging Equipment Certification,Senior,No,"MRI maintenance, CT scanner repair, X-ray equipment service, Radiation safety, Image quality assessment","MRI systems, CT scanners, X-ray equipment, Radiation detectors, Imaging software",Hospital,"Specializes in maintenance and repair of medical imaging equipment including MRI, CT, and X-ray systems. Ensures optimal image quality and radiation safety compliance",High,75000,105000, 
BME-009,Biomedical Research Engineer,Biomedical Engineering,Clinical,Research and Development,Master's Degree in Biomedical Engineering,Research Certification,Mid-Level,No,"Research methodology, Data analysis, Grant writing, Prototype development, Publication writing","Research equipment, Statistical software, Laboratory instruments, Prototyping tools",Academic Medical Center,Conducts biomedical research to develop new medical technologies and improve existing devices. Collaborates with clinical teams to translate research findings into practical applications,High,70000,100000, 
BME-010,Quality Assurance Engineer,Biomedical Engineering,Administrative,Quality Management,Bachelor's Degree in Engineering + Quality Training,Quality Management Certification,Mid-Level,No,"Quality systems, Audit management, Regulatory compliance, Process improvement, Documentation review","Quality management software, Audit tools, Testing equipment, Documentation systems",Medical Device Company,Ensures medical devices and equipment meet quality standards and regulatory requirements. Conducts audits and implements quality improvement processes,High,65000,90000, 
BME-011,Technology Assessment Specialist,Biomedical Engineering,Administrative,Technology Evaluation,Bachelor's Degree in Biomedical Engineering + Assessment Training,Technology Assessment Certification,Mid-Level,No,"Technology evaluation, Cost-benefit analysis, Vendor assessment, Market research, Report writing","Assessment software, Financial analysis tools, Database systems, Presentation software",Hospital,Evaluates new medical technologies for acquisition and implementation within healthcare facilities. Conducts cost-benefit analyses and provides recommendations for technology investments,Moderate,70000,95000, 
BME-012,Regulatory Affairs Specialist,Biomedical Engineering,Administrative,Regulatory Compliance,Bachelor's Degree in Life Sciences/Engineering,RAC (Regulatory Affairs Certification),Mid-Level,No,"FDA regulations, Documentation review, Submission preparation, Compliance monitoring, Risk assessment","Regulatory databases, Document management systems, Submission software, Compliance tracking tools",Medical Device Company,Manages regulatory submissions and ensures compliance with FDA and international medical device regulations. Prepares documentation for device approvals and maintains regulatory records,High,75000,105000, 
BME-013,Equipment Procurement Specialist,Biomedical Engineering,Administrative,Procurement,Bachelor's Degree + Procurement Training,Procurement Certification,Mid-Level,No,"Vendor management, Contract negotiation, Market analysis, Cost evaluation, Procurement processes","Procurement software, Contract management systems, Financial analysis tools, Vendor databases",Hospital,Manages procurement of medical equipment and negotiates contracts with vendors. Evaluates proposals and ensures best value for healthcare technology acquisitions,Moderate,60000,85000, 
BME-014,Clinical Systems Analyst,Biomedical Engineering,Clinical,Systems Analysis,Bachelor's Degree in Engineering/IT,Systems Analysis Certification,Mid-Level,No,"System integration, Workflow analysis, Data management, User training, Technical support","EMR systems, Integration platforms, Database tools, Analytics software",Hospital,Analyzes and optimizes clinical systems integration to improve healthcare delivery. Supports implementation of new medical technologies and ensures seamless workflow integration,High,65000,90000, 
BME-015,Medical Equipment Safety Officer,Biomedical Engineering,Administrative,Safety Management,Bachelor's Degree + Safety Training,Safety Officer Certification,Senior,No,"Safety protocols, Risk assessment, Incident investigation, Training development, Regulatory compliance","Safety monitoring systems, Incident reporting software, Training materials, Assessment tools",Hospital,Ensures medical equipment safety standards and investigates incidents to prevent future occurrences. Develops safety protocols and conducts staff training on equipment safety procedures,High,70000,100000, 
BME-016,Biomedical Field Service Engineer,Biomedical Engineering,Clinical,Field Service,Bachelor's Degree in Engineering,Field Service Certification,Mid-Level,No,"On-site repairs, Customer service, Technical troubleshooting, Equipment installation, Training delivery","Portable test equipment, Diagnostic tools, Mobile workstation, Communication devices",Multiple Healthcare Facilities,"Provides on-site service and support for medical equipment across multiple healthcare facilities. Performs installations, repairs, and training for clinical staff on equipment operation",High,65000,95000, 
BME-017,Laboratory Equipment Specialist,Biomedical Engineering,Clinical,Laboratory Technology,Bachelor's Degree in Engineering/Life Sciences,Laboratory Equipment Certification,Mid-Level,No,"Laboratory instrumentation, Analytical equipment, Quality control, Calibration procedures, Method validation","Laboratory analyzers, Spectrophotometers, Microscopes, Calibration standards",Hospital Laboratory,Maintains and calibrates laboratory analytical equipment to ensure accurate test results. Supports laboratory operations and troubleshoots analytical instrumentation issues,High,55000,80000, 
BME-018,Healthcare Technology Consultant,Biomedical Engineering,Administrative,Consulting,Master's Degree in Biomedical Engineering + Business,Consulting Certification,Senior,No,"Strategic consulting, Technology planning, Change management, Stakeholder engagement, Business analysis","Consulting software, Project management tools, Analytics platforms, Presentation software",Healthcare Consulting Firm,Provides strategic consulting services to healthcare organizations on technology implementation and optimization. Develops technology roadmaps and guides digital transformation initiatives,High,100000,150000, 
BME-019,Biomedical Informatics Specialist,Biomedical Engineering,Clinical,Health Informatics,Master's Degree in Biomedical Informatics,Health Informatics Certification,Mid-Level,No,"Data analytics, Health information systems, Database management, Statistical analysis, Interoperability","Health informatics software, Database systems, Statistical packages, Analytics platforms",Hospital,Manages and analyzes healthcare data to improve patient outcomes and operational efficiency. Develops informatics solutions to support clinical decision-making and research,High,75000,105000, 
BME-020,Medical Device Sales Engineer,Biomedical Engineering,Administrative,Sales and Marketing,Bachelor's Degree in Engineering + Sales Training,Sales Certification,Mid-Level,No,"Technical sales, Product demonstration, Customer relationships, Market analysis, Training delivery","CRM software, Demonstration equipment, Presentation tools, Mobile devices",Medical Device Company,Sells medical devices and equipment to healthcare facilities while providing technical expertise and support. Conducts product demonstrations and trains customers on equipment operation,High,80000,120000, 
BME-021,Sterilization Equipment Specialist,Biomedical Engineering,Clinical,Sterilization Technology,Associate Degree + Sterilization Training,Sterilization Technology Certification,Mid-Level,No,"Sterilization processes, Equipment calibration, Quality control, Infection control, Documentation","Autoclaves, Sterilization monitors, Test equipment, Documentation systems",Hospital,Maintains and calibrates sterilization equipment to ensure effective infection control. Monitors sterilization processes and ensures compliance with safety standards,Moderate,45000,65000, 
BME-022,Biomedical Network Technician,Biomedical Engineering,Support,Network Support,Associate Degree in IT + Healthcare Technology,Network Certification,Mid-Level,No,"Network administration, Medical device connectivity, Security protocols, Troubleshooting, System integration","Network equipment, Monitoring software, Security tools, Diagnostic equipment",Hospital,Manages network infrastructure for medical devices and ensures secure connectivity. Troubleshoots network issues and maintains cybersecurity for healthcare technology systems,High,55000,75000, 
BME-023,Medical Equipment Trainer,Biomedical Engineering,Support,Training and Education,Bachelor's Degree + Training Experience,Training Certification,Mid-Level,No,"Adult education, Curriculum development, Training delivery, Assessment design, Communication","Training simulators, Learning management systems, Presentation software, Assessment tools",Hospital,Develops and delivers training programs for healthcare staff on medical equipment operation and safety. Creates educational materials and conducts competency assessments,Moderate,55000,80000, 
BME-024,Biomedical IT Support Specialist,Biomedical Engineering,Support,IT Support,Associate Degree in IT + Healthcare Technology,IT Support Certification,Mid-Level,No,"Help desk support, Software troubleshooting, Hardware maintenance, User training, Technical documentation","IT support tools, Remote access software, Diagnostic software, Documentation systems",Hospital,Provides technical support for biomedical equipment software and IT systems. Assists clinical staff with technology issues and maintains equipment databases,High,45000,65000, 
BME-025,Biomedical Project Coordinator,Biomedical Engineering,Administrative,Project Coordination,Bachelor's Degree + Project Management Training,Project Management Certification,Mid-Level,No,"Project coordination, Timeline management, Resource allocation, Communication, Documentation","Project management software, Scheduling tools, Communication platforms, Document management systems",Hospital,Coordinates biomedical engineering projects and manages timelines for equipment installations and upgrades. Facilitates communication between departments and tracks project progress,Moderate,55000,80000, 
BME-026,Dialysis Equipment Technician,Biomedical Engineering,Clinical,Dialysis Technology,Associate Degree + Dialysis Training,Dialysis Equipment Certification,Mid-Level,No,"Dialysis machine maintenance, Water treatment systems, Quality control, Patient safety, Infection control","Dialysis machines, Water treatment equipment, Testing instruments, Quality control tools",Dialysis Center,Maintains and repairs dialysis equipment to ensure patient safety and treatment efficacy. Monitors water quality and performs equipment calibration according to strict protocols,High,50000,75000, 
BME-027,Biomedical Data Analyst,Biomedical Engineering,Administrative,Data Analysis,Bachelor's Degree in Engineering/Statistics,Data Analytics Certification,Mid-Level,No,"Statistical analysis, Data visualization, Database management, Report generation, Performance metrics","Statistical software, Database systems, Visualization tools, Reporting platforms",Hospital,Analyzes biomedical equipment performance data and generates reports for management decision-making. Identifies trends and opportunities for equipment optimization and cost reduction,High,60000,85000, 
BME-028,Biomedical Equipment Coordinator,Biomedical Engineering,Administrative,Equipment Coordination,Bachelor's Degree + Healthcare Administration,Healthcare Administration Certification,Mid-Level,No,"Inventory management, Scheduling coordination, Asset tracking, Workflow optimization, Communication","Asset management systems, Scheduling software, Inventory tracking tools, Communication platforms",Hospital,Coordinates equipment maintenance schedules and manages biomedical equipment inventory. Ensures optimal equipment utilization and tracks asset lifecycle management,Moderate,50000,75000, 
BME-029,Biomedical Compliance Officer,Biomedical Engineering,Administrative,Regulatory Compliance,Bachelor's Degree + Compliance Training,Healthcare Compliance Certification,Senior,No,"Regulatory compliance, Audit management, Policy development, Risk assessment, Documentation review","Compliance software, Audit tools, Documentation systems, Regulatory databases",Hospital,Ensures biomedical equipment and processes comply with regulatory requirements and accreditation standards. Conducts compliance audits and develops corrective action plans,High,70000,100000, 
BME-030,Biomedical Equipment Clerk,Biomedical Engineering,Support,Clerical Support,High School Diploma + Administrative Training,Administrative Certification,Junior,No,"Data entry, Record keeping, Customer service, Filing, Basic computer skills","Database systems, Office software, Phone systems, Filing systems",Hospital,Provides administrative support to biomedical engineering department including data entry and record maintenance. Assists with scheduling and coordinates equipment service requests,Moderate,30000,45000, 
